Time, Price
,
7/1/2015 0:00,20.70511342
,
7/1/2015 0:05,9.416448289
,
7/1/2015 0:10,9.841181689
,
7/1/2015 0:15,18.51575599
,
7/1/2015 0:20,19.83409611
,
7/1/2015 0:25,19.20070374
,
7/1/2015 0:30,21.68265017
,
7/1/2015 0:35,17.73643713
,
7/1/2015 0:40,23.53050795
,
7/1/2015 0:45,20.81752099
,
7/1/2015 0:50,37.57815181
,
7/1/2015 0:55,39.55993735
,
7/1/2015 1:00,38.83772644
,
7/1/2015 1:05,39.56562998
,
7/1/2015 1:10,22.48859551
,
7/1/2015 1:15,19.75206318
,
7/1/2015 1:20,30.82980187
,
7/1/2015 1:25,14.54339757
,
7/1/2015 1:30,17.11060614
,
7/1/2015 1:35,17.88478003
,
7/1/2015 1:40,5.861610514
,
7/1/2015 1:45,7.424051576
,
7/1/2015 1:50,10.42263954
,
7/1/2015 1:55,9.467469549
,
7/1/2015 2:00,13.07297737
,
7/1/2015 2:05,7.078754469
,
7/1/2015 2:10,-0.244236775
,
7/1/2015 2:15,-0.233040848
,
7/1/2015 2:20,3.815849532
,
7/1/2015 2:25,1.479689544
,
7/1/2015 2:30,12.59865978
,
7/1/2015 2:35,21.34691307
,
7/1/2015 2:40,25.55488388
,
7/1/2015 2:45,13.91306084
,
7/1/2015 2:50,14.6976688
,
7/1/2015 2:55,11.51225364
,
7/1/2015 3:00,1.048672336
,
7/1/2015 3:05,0.327000653
,
7/1/2015 3:10,-2.05771863
,
7/1/2015 3:15,-6.299524359
,
7/1/2015 3:20,-3.804362346
,
7/1/2015 3:25,-6.16418929
,
7/1/2015 3:30,3.649578748
,
7/1/2015 3:35,1.418409874
,
7/1/2015 3:40,1.106429226
,
7/1/2015 3:45,1.788135339
,
7/1/2015 3:50,4.649132301
,
7/1/2015 3:55,7.562349931
,
7/1/2015 4:00,0.469320403
,
7/1/2015 4:05,7.231731761
,
7/1/2015 4:10,6.557201056
,
7/1/2015 4:15,5.607284884
,
7/1/2015 4:20,7.431717268
,
7/1/2015 4:25,14.03902757
,
7/1/2015 4:30,5.966483012
,
7/1/2015 4:35,5.875640781
,
7/1/2015 4:40,14.16413838
,
7/1/2015 4:45,19.07507417
,
7/1/2015 4:50,11.94398537
,
7/1/2015 4:55,2.252235352
,
7/1/2015 5:00,7.68021281
,
7/1/2015 5:05,2.566126633
,
7/1/2015 5:10,1.274586911
,
7/1/2015 5:15,10.18721238
,
7/1/2015 5:20,11.79250935
,
7/1/2015 5:25,11.69237047
,
7/1/2015 5:30,7.098366523
,
7/1/2015 5:35,-1.666072552
,
7/1/2015 5:40,-3.424416
,
7/1/2015 5:45,-11.64846686
,
7/1/2015 5:50,-12.19878211
,
7/1/2015 5:55,-9.236202388
,
7/1/2015 6:00,-3.278620843
,
7/1/2015 6:05,-8.694536191
,
7/1/2015 6:10,3.993329818
,
7/1/2015 6:15,29.23254098
,
7/1/2015 6:20,38.10727524
,
7/1/2015 6:25,41.55997814
,
7/1/2015 6:30,45.4718862
,
7/1/2015 6:35,29.45656662
,
7/1/2015 6:40,17.74037205
,
7/1/2015 6:45,9.063044063
,
7/1/2015 6:50,2.856396115
,
7/1/2015 6:55,13.48551628
,
7/1/2015 7:00,14.06433803
,
7/1/2015 7:05,12.7720137
,
7/1/2015 7:10,26.59541936
,
7/1/2015 7:15,31.22392252
,
7/1/2015 7:20,39.79008959
,
7/1/2015 7:25,31.7202384
,
7/1/2015 7:30,26.9767997
,
7/1/2015 7:35,21.84348248
,
7/1/2015 7:40,13.69059555
,
7/1/2015 7:45,22.32121416
,
7/1/2015 7:50,7.204669909
,
7/1/2015 7:55,2.483312076
,
7/1/2015 8:00,1.716939754
,
7/1/2015 8:05,7.373679705
,
7/1/2015 8:10,12.85392476
,
7/1/2015 8:15,11.79219519
,
7/1/2015 8:20,25.72047194
,
7/1/2015 8:25,24.07618498
,
7/1/2015 8:30,12.33164885
,
7/1/2015 8:35,30.23527058
,
7/1/2015 8:40,15.96685766
,
7/1/2015 8:45,-3.083949848
,
7/1/2015 8:50,3.859309234
,
7/1/2015 8:55,19.12602912
,
7/1/2015 9:00,18.60000637
,
7/1/2015 9:05,17.14765912
,
7/1/2015 9:10,13.34295609
,
7/1/2015 9:15,27.44211137
,
7/1/2015 9:20,36.18887861
,
7/1/2015 9:25,30.54931368
,
7/1/2015 9:30,10.89420252
,
7/1/2015 9:35,12.2447563
,
7/1/2015 9:40,18.10672593
,
7/1/2015 9:45,26.70076662
,
7/1/2015 9:50,13.59089991
,
7/1/2015 9:55,24.35492395
,
7/1/2015 10:00,47.55850173
,
7/1/2015 10:05,60.30248602
,
7/1/2015 10:10,58.40163234
,
7/1/2015 10:15,52.04794404
,
7/1/2015 10:20,59.65454968
,
7/1/2015 10:25,38.64041001
,
7/1/2015 10:30,33.76678632
,
7/1/2015 10:35,44.35790364
,
7/1/2015 10:40,40.07793101
,
7/1/2015 10:45,37.66998428
,
7/1/2015 10:50,41.83034921
,
7/1/2015 10:55,40.31894657
,
7/1/2015 11:00,47.99483642
,
7/1/2015 11:05,44.26879387
,
7/1/2015 11:10,46.68177487
,
7/1/2015 11:15,36.67786123
,
7/1/2015 11:20,25.53578092
,
7/1/2015 11:25,31.36552074
,
7/1/2015 11:30,33.11068914
,
7/1/2015 11:35,24.77293929
,
7/1/2015 11:40,22.23332356
,
7/1/2015 11:45,33.68700138
,
7/1/2015 11:50,36.21374837
,
7/1/2015 11:55,30.88987536
,
7/1/2015 12:00,28.4601598
,
7/1/2015 12:05,22.17220735
,
7/1/2015 12:10,20.02420024
,
7/1/2015 12:15,11.79809757
,
7/1/2015 12:20,9.871419191
,
7/1/2015 12:25,15.6970494
,
7/1/2015 12:30,27.52316796
,
7/1/2015 12:35,30.52841962
,
7/1/2015 12:40,41.14150167
,
7/1/2015 12:45,27.55742341
,
7/1/2015 12:50,18.08716932
,
7/1/2015 12:55,13.70987103
,
7/1/2015 13:00,9.866490898
,
7/1/2015 13:05,13.66329733
,
7/1/2015 13:10,10.37959385
,
7/1/2015 13:15,11.99175653
,
7/1/2015 13:20,9.488142977
,
7/1/2015 13:25,4.496639318
,
7/1/2015 13:30,8.76896567
,
7/1/2015 13:35,9.312112814
,
7/1/2015 13:40,17.24586615
,
7/1/2015 13:45,21.97497867
,
7/1/2015 13:50,19.3495685
,
7/1/2015 13:55,13.91972457
,
7/1/2015 14:00,21.81822804
,
7/1/2015 14:05,32.42427569
,
7/1/2015 14:10,35.20225246
,
7/1/2015 14:15,23.70289104
,
7/1/2015 14:20,26.78172886
,
7/1/2015 14:25,20.53924413
,
