Time, Price
7/1/2015 0:00,22.9073042153
7/1/2015 0:05,10.9980653461
7/1/2015 0:10,19.5713740893
7/1/2015 0:15,131.415288024
7/1/2015 0:20,15.9798463115
7/1/2015 0:25,26.0154162398
7/1/2015 0:30,8.39750483834
7/1/2015 0:35,21.2332496585
7/1/2015 0:40,21.4341803279
7/1/2015 0:45,9.00735894809
7/1/2015 0:50,-2.59207479508
7/1/2015 0:55,23.5716495902
7/1/2015 1:00,13.466303791
7/1/2015 1:05,9.30395648338
7/1/2015 1:10,14.6796911999
7/1/2015 1:15,1.61304502505
7/1/2015 1:20,29.712609005
7/1/2015 1:25,14.8163238315
7/1/2015 1:30,21.7797760132
7/1/2015 1:35,20.0359221311
7/1/2015 1:40,11.5495632684
7/1/2015 1:45,13.6347936589
7/1/2015 1:50,16.2931464879
7/1/2015 1:55,6.97163592896
7/1/2015 2:00,12.531888092
7/1/2015 2:05,-3.72293915073
7/1/2015 2:10,8.55969453389
7/1/2015 2:15,14.7666393443
7/1/2015 2:20,0.339576787341
7/1/2015 2:25,11.9025190688
7/1/2015 2:30,12.2585991576
7/1/2015 2:35,17.2165827072
7/1/2015 2:40,7.59048867259
7/1/2015 2:45,14.4349283519
7/1/2015 2:50,13.1604237717
7/1/2015 2:55,6.37026968677
7/1/2015 3:00,28.2334546985
7/1/2015 3:05,18.4492740453
7/1/2015 3:10,18.3897988225
7/1/2015 3:15,27.0865383083
7/1/2015 3:20,6.56004891198
7/1/2015 3:25,21.0776735298
7/1/2015 3:30,13.2225172391
7/1/2015 3:35,16.5079140564
7/1/2015 3:40,8.94663723003
7/1/2015 3:45,7.92227263856
7/1/2015 3:50,10.5250203292
7/1/2015 3:55,-8.55894040301
7/1/2015 4:00,7.11737978142
7/1/2015 4:05,15.6749051116
7/1/2015 4:10,13.8671872154
7/1/2015 4:15,14.7668308857
7/1/2015 4:20,-2.46950905055
7/1/2015 4:25,19.0298155738
7/1/2015 4:30,10.6595602801
7/1/2015 4:35,7.41230020492
7/1/2015 4:40,19.9788180214
7/1/2015 4:45,20.1594530455
7/1/2015 4:50,11.6055755428
7/1/2015 4:55,27.8687690946
7/1/2015 5:00,7.61220755195
7/1/2015 5:05,10.53
7/1/2015 5:10,-9.4001544906
7/1/2015 5:15,-11.1738312428
7/1/2015 5:20,9.51225691857
7/1/2015 5:25,2.06189158491
7/1/2015 5:30,9.05166178175
7/1/2015 5:35,21.2312713456
7/1/2015 5:40,14.2659574226
7/1/2015 5:45,33.4897490893
7/1/2015 5:50,13.472003643
7/1/2015 5:55,17.5385455477
7/1/2015 6:00,9.64659437614
7/1/2015 6:05,16.3428361225
7/1/2015 6:10,18.1720511726
7/1/2015 6:15,16.7340994991
7/1/2015 6:20,16.0066343839
7/1/2015 6:25,15.5996152095
7/1/2015 6:30,21.6441888661
7/1/2015 6:35,-0.555120104736
7/1/2015 6:40,6.05902191485
7/1/2015 6:45,10.2479635457
7/1/2015 6:50,0.614855134335
7/1/2015 6:55,7.03515795765
7/1/2015 7:00,27.2975125228
7/1/2015 7:05,18.2331901753
7/1/2015 7:10,17.1007126594
7/1/2015 7:15,18.6573761954
7/1/2015 7:20,16.8953300237
7/1/2015 7:25,19.3148797814
7/1/2015 7:30,14.0200173611
7/1/2015 7:35,11.1907539276
7/1/2015 7:40,53.5776292122
7/1/2015 7:45,-1.81661372951
7/1/2015 7:50,16.7498739185
7/1/2015 7:55,34.7508812898
7/1/2015 8:00,11.4505253301
7/1/2015 8:05,18.2010280055
7/1/2015 8:10,7.8801087204
7/1/2015 8:15,10.2744378985
7/1/2015 8:20,54.1464870219
7/1/2015 8:25,4.22985478061
7/1/2015 8:30,21.3948752846
7/1/2015 8:35,19.7610256717
7/1/2015 8:40,34.2817005868
7/1/2015 8:45,21.7334093238
7/1/2015 8:50,18.0726475979
7/1/2015 8:55,8.59804434199
7/1/2015 9:00,-6.36266638206
7/1/2015 9:05,32.3620527949
7/1/2015 9:10,17.3177487477
7/1/2015 9:15,13.7505139458
7/1/2015 9:20,25.3908243966
7/1/2015 9:25,25.2251968595
7/1/2015 9:30,36.8331842555
7/1/2015 9:35,49.8882263206
7/1/2015 9:40,23.4636491917
7/1/2015 9:45,25.4083875797
7/1/2015 9:50,29.2932822177
7/1/2015 9:55,28.3207406079
7/1/2015 10:00,28.6268468238
7/1/2015 10:05,30.8926021175
7/1/2015 10:10,19.4346416418
7/1/2015 10:15,27.33
7/1/2015 10:20,22.0304713115
7/1/2015 10:25,19.7484682946
7/1/2015 10:30,27.7641559654
7/1/2015 10:35,38.2085088229
7/1/2015 10:40,29.1039763206
7/1/2015 10:45,30.6984668716
7/1/2015 10:50,29.1338738046
7/1/2015 10:55,23.9951757497
7/1/2015 11:00,50.1065470173
7/1/2015 11:05,19.4907740675
7/1/2015 11:10,19.9732966758
7/1/2015 11:15,29.6882385587
7/1/2015 11:20,21.4150301685
7/1/2015 11:25,42.6799208789
7/1/2015 11:30,15.5123818875
7/1/2015 11:35,31.9685317054
7/1/2015 11:40,28.5442272883
7/1/2015 11:45,34.4072227914
7/1/2015 11:50,28.4919198055
7/1/2015 11:55,33.5318820441
7/1/2015 12:00,86.4966868739
7/1/2015 12:05,1.37392645719
7/1/2015 12:10,16.2052293944
7/1/2015 12:15,22.7308182288
7/1/2015 12:20,25.2794313525
7/1/2015 12:25,32.1669148452
7/1/2015 12:30,37.6195636954
7/1/2015 12:35,39.4331558556
7/1/2015 12:40,35.5110440729
7/1/2015 12:45,45.3525486422
7/1/2015 12:50,26.8225298839
7/1/2015 12:55,19.394210781
7/1/2015 13:00,28.7119959586
7/1/2015 13:05,28.3871376935
7/1/2015 13:10,38.9205576698
7/1/2015 13:15,32.2718508083
7/1/2015 13:20,26.3150310223
7/1/2015 13:25,30.8042984403
7/1/2015 13:30,49.7465226548
7/1/2015 13:35,27.6799532673
7/1/2015 13:40,37.5347404859
7/1/2015 13:45,19.3022465278
7/1/2015 13:50,27.9810679076
7/1/2015 13:55,41.6095070583
7/1/2015 14:00,29.2864475182
7/1/2015 14:05,40.4030936524
7/1/2015 14:10,27.32
7/1/2015 14:15,33.7956975751
7/1/2015 14:20,52.0246680247
7/1/2015 14:25,55.3657901867
7/1/2015 14:30,47.7355552709
7/1/2015 14:35,29.4071083789
7/1/2015 14:40,39.5696783925
7/1/2015 14:45,37.1413900273
7/1/2015 14:50,34.2092822177
7/1/2015 14:55,39.6316667886
7/1/2015 15:00,26.3090123683
7/1/2015 15:05,37.9122187256
7/1/2015 15:10,42.6203230305
7/1/2015 15:15,40.8290681922
7/1/2015 15:20,25.2481696835
7/1/2015 15:25,39.7367802254
7/1/2015 15:30,46.1046964448
7/1/2015 15:35,46.472929474
7/1/2015 15:40,26.2619652209
7/1/2015 15:45,39.7595989868
7/1/2015 15:50,7.80183600865
7/1/2015 15:55,35.913451332
7/1/2015 16:00,22.5925900582
7/1/2015 16:05,36.4068154599
7/1/2015 16:10,77.3284346539
7/1/2015 16:15,32.0047751594
7/1/2015 16:20,48.0454279372
7/1/2015 16:25,68.5585570355
7/1/2015 16:30,47.9497403965
7/1/2015 16:35,58.5248835952
7/1/2015 16:40,52.4672977004
7/1/2015 16:45,56.1443695924
7/1/2015 16:50,60.0345449112
7/1/2015 16:55,52.8373420423
7/1/2015 17:00,49.0182263206
7/1/2015 17:05,31.5494566826
7/1/2015 17:10,40.7162676457
7/1/2015 17:15,48.338445469
7/1/2015 17:20,30.6591942737
7/1/2015 17:25,38.9560553279
7/1/2015 17:30,57.8909873065
7/1/2015 17:35,42.0897714595
7/1/2015 17:40,51.8140181011
7/1/2015 17:45,43.7817102117
7/1/2015 17:50,52.1707551436
7/1/2015 17:55,48.6104747268
7/1/2015 18:00,27.8755140027
7/1/2015 18:05,56.9099359631
7/1/2015 18:10,37.26187191
7/1/2015 18:15,29.9745509449
7/1/2015 18:20,19.44
7/1/2015 18:25,34.9714545765
7/1/2015 18:30,26.4566356444
7/1/2015 18:35,27.7709363616
7/1/2015 18:40,28.6456110542
7/1/2015 18:45,29.5352111794
7/1/2015 18:50,30.336739811
7/1/2015 18:55,34.4448474499
7/1/2015 19:00,30.435128765
7/1/2015 19:05,30.3609375
7/1/2015 19:10,18.5171512531
7/1/2015 19:15,22.1316944363
7/1/2015 19:20,29.8136218652
7/1/2015 19:25,32.6846289113
7/1/2015 19:30,35.7688062175
7/1/2015 19:35,11.2878210789
7/1/2015 19:40,32.069745987
7/1/2015 19:45,36.0287961472
7/1/2015 19:50,36.7337545741
7/1/2015 19:55,24.340628334
7/1/2015 20:00,43.0561511941
7/1/2015 20:05,34.6558809117
7/1/2015 20:10,137.383017146
7/1/2015 20:15,28.9105214595
7/1/2015 20:20,38.7443610024
7/1/2015 20:25,19.4075182149
7/1/2015 20:30,28.8287961066
7/1/2015 20:35,34.6063017987
7/1/2015 20:40,41.3467555865
7/1/2015 20:45,32.4701926799
7/1/2015 20:50,32.6786987705
7/1/2015 20:55,40.7904180897
7/1/2015 21:00,38.0265862851
7/1/2015 21:05,31.6141231216
7/1/2015 21:10,39.1273340733
7/1/2015 21:15,30.4242258652
